source,target,relation,dataset
d9012700-cec6-48c2-bc51-9696d0645205,id-08b03c9d-ace3-4940-acd5-c90ebfaa4fa9,AccessRelationship,EA ModelSet
e94659df-6d5c-4560-a49a-6e1e20e8416a,id-1061c7d9-0638-4348-af9f-992b4ec57b55,ServingRelationship,EA ModelSet
id-9cbfaa0c-acdb-4587-9ff2-473ef32b42b9,id-311a68c6-f280-4ba5-b5e8-dbdb523daf15,ServingRelationship,EA ModelSet
id-9cbfaa0c-acdb-4587-9ff2-473ef32b42b9,id-1061c7d9-0638-4348-af9f-992b4ec57b55,ServingRelationship,EA ModelSet
d5922ae2-af77-4e2e-ac57-45456b0efb13,id-34b209de-d1f1-43bc-b0d6-56b19268de62,AggregationRelationship,EA ModelSet
id-34b209de-d1f1-43bc-b0d6-56b19268de62,id-90d7a4d3-7e2d-4aa5-a6c3-afee47a7f99f,AssignmentRelationship,EA ModelSet
id-90d7a4d3-7e2d-4aa5-a6c3-afee47a7f99f,id-78c57106-ef78-4861-a319-6270063053e0,CompositionRelationship,EA ModelSet
id-90d7a4d3-7e2d-4aa5-a6c3-afee47a7f99f,id-4992221f-5da2-47a9-a1ba-c9be3fa0da72,CompositionRelationship,EA ModelSet
id-90d7a4d3-7e2d-4aa5-a6c3-afee47a7f99f,db566a09-7d58-486c-8217-9f350beb15c3,CompositionRelationship,EA ModelSet
id-90d7a4d3-7e2d-4aa5-a6c3-afee47a7f99f,dc5ad13c-321b-489c-b625-3d4ee7da32bf,CompositionRelationship,EA ModelSet
id-90d7a4d3-7e2d-4aa5-a6c3-afee47a7f99f,c78b0d4a-41fe-4608-8ff8-d5d735982392,AccessRelationship,EA ModelSet
id-90d7a4d3-7e2d-4aa5-a6c3-afee47a7f99f,id-7de7cbbe-821d-4932-90d9-39c6e8293ed1,TriggeringRelationship,EA ModelSet
db566a09-7d58-486c-8217-9f350beb15c3,id-60342cf4-f51d-43d8-8010-fff5da05c363,TriggeringRelationship,EA ModelSet
id-90d7a4d3-7e2d-4aa5-a6c3-afee47a7f99f,d130c92f-175c-4699-95bc-9a957679fb16,TriggeringRelationship,EA ModelSet
db566a09-7d58-486c-8217-9f350beb15c3,id-55240035-5741-49ce-b882-5144fff0cc04,TriggeringRelationship,EA ModelSet
id-4698783f-6900-4755-9709-f826be8f6c5a,id-078d11f0-c6ea-4637-99a5-f2283fd142d1,CompositionRelationship,EA ModelSet
id-4698783f-6900-4755-9709-f826be8f6c5a,id-516ba9fa-49bc-4baf-aaf0-51fd61304bfb,CompositionRelationship,EA ModelSet
id-4698783f-6900-4755-9709-f826be8f6c5a,id-2e234d32-8acb-48a6-9edc-a2bb5a7b84d4,CompositionRelationship,EA ModelSet
id-9812fbf7-6424-4456-9a68-7ea1c488f357,c532f8a6-c8a6-46fc-b002-fe085deac647,CompositionRelationship,EA ModelSet
id-9812fbf7-6424-4456-9a68-7ea1c488f357,id-81c15307-cfe4-4853-88ac-2933ea37fc40,CompositionRelationship,EA ModelSet
id-9812fbf7-6424-4456-9a68-7ea1c488f357,a5aa5d9a-e0f3-4b98-9359-3814bb9b461d,CompositionRelationship,EA ModelSet
id-3e8e425e-b9cd-4568-84c0-b6b7ef665e7d,c84e8a5b-c60d-431f-bfcf-fbe28dc0de9d,CompositionRelationship,EA ModelSet
id-3e8e425e-b9cd-4568-84c0-b6b7ef665e7d,id-2ac53466-1fa6-404c-a372-dc82b24e1b77,CompositionRelationship,EA ModelSet
id-3e8e425e-b9cd-4568-84c0-b6b7ef665e7d,id-3a5da76e-c9f7-4f3c-8452-ea26cf5057ee,CompositionRelationship,EA ModelSet
id-3e8e425e-b9cd-4568-84c0-b6b7ef665e7d,id-9f815e26-74cc-446d-ab9b-2db0b9c416b8,CompositionRelationship,EA ModelSet
id-3e8e425e-b9cd-4568-84c0-b6b7ef665e7d,ba267261-b545-476d-bcff-9a394050962d,CompositionRelationship,EA ModelSet
id-3e8e425e-b9cd-4568-84c0-b6b7ef665e7d,id-99a30cdb-4956-4990-922f-59d47be326e1,CompositionRelationship,EA ModelSet
id-8e04f759-e832-4912-96ac-f575689ee4f0,id-90f5adc0-7fa0-4ef4-9550-fdf9de518fc5,CompositionRelationship,EA ModelSet
id-8e04f759-e832-4912-96ac-f575689ee4f0,da35b6d3-ac1d-4fc8-87f9-d8b00106a210,CompositionRelationship,EA ModelSet
id-3e8e425e-b9cd-4568-84c0-b6b7ef665e7d,id-11d4d040-4aa4-4e5b-8685-df76a279db38,CompositionRelationship,EA ModelSet
id-311a68c6-f280-4ba5-b5e8-dbdb523daf15,id-11d4d040-4aa4-4e5b-8685-df76a279db38,ServingRelationship,EA ModelSet
dc5ad13c-321b-489c-b625-3d4ee7da32bf,ba267261-b545-476d-bcff-9a394050962d,ServingRelationship,EA ModelSet
dc5ad13c-321b-489c-b625-3d4ee7da32bf,id-99a30cdb-4956-4990-922f-59d47be326e1,ServingRelationship,EA ModelSet
db566a09-7d58-486c-8217-9f350beb15c3,c84e8a5b-c60d-431f-bfcf-fbe28dc0de9d,ServingRelationship,EA ModelSet
db566a09-7d58-486c-8217-9f350beb15c3,id-3a5da76e-c9f7-4f3c-8452-ea26cf5057ee,ServingRelationship,EA ModelSet
db566a09-7d58-486c-8217-9f350beb15c3,id-2ac53466-1fa6-404c-a372-dc82b24e1b77,ServingRelationship,EA ModelSet
db566a09-7d58-486c-8217-9f350beb15c3,id-9f815e26-74cc-446d-ab9b-2db0b9c416b8,ServingRelationship,EA ModelSet
a0ab1e5a-6a78-4284-b655-3b84244a46ee,id-2ac53466-1fa6-404c-a372-dc82b24e1b77,ServingRelationship,EA ModelSet
id-78c57106-ef78-4861-a319-6270063053e0,id-078d11f0-c6ea-4637-99a5-f2283fd142d1,ServingRelationship,EA ModelSet
id-4992221f-5da2-47a9-a1ba-c9be3fa0da72,id-078d11f0-c6ea-4637-99a5-f2283fd142d1,ServingRelationship,EA ModelSet
d5177cd7-0ae3-465e-bc99-8286117aad42,id-2e234d32-8acb-48a6-9edc-a2bb5a7b84d4,ServingRelationship,EA ModelSet
id-1a16ac39-6373-4102-8496-be2038eed1a5,id-516ba9fa-49bc-4baf-aaf0-51fd61304bfb,ServingRelationship,EA ModelSet
d5177cd7-0ae3-465e-bc99-8286117aad42,id-516ba9fa-49bc-4baf-aaf0-51fd61304bfb,ServingRelationship,EA ModelSet
ad806175-47ac-4513-ae66-1274d456d0a1,id-3a5da76e-c9f7-4f3c-8452-ea26cf5057ee,ServingRelationship,EA ModelSet
ad806175-47ac-4513-ae66-1274d456d0a1,id-9f815e26-74cc-446d-ab9b-2db0b9c416b8,ServingRelationship,EA ModelSet
id-4992221f-5da2-47a9-a1ba-c9be3fa0da72,ad806175-47ac-4513-ae66-1274d456d0a1,ServingRelationship,EA ModelSet
id-78c57106-ef78-4861-a319-6270063053e0,ad806175-47ac-4513-ae66-1274d456d0a1,ServingRelationship,EA ModelSet
d9012700-cec6-48c2-bc51-9696d0645205,bd5ad4bc-4a68-4a1c-b936-788a819806e0,CompositionRelationship,EA ModelSet
id-3e8e425e-b9cd-4568-84c0-b6b7ef665e7d,id-01798c94-444a-4bee-a338-e59368618c46,CompositionRelationship,EA ModelSet
db566a09-7d58-486c-8217-9f350beb15c3,id-01798c94-444a-4bee-a338-e59368618c46,ServingRelationship,EA ModelSet
id-77bc1d81-d24c-436e-b68d-a7c4a71fe93c,id-4c6eee76-1c66-49f3-b1d1-6a393eba761c,AggregationRelationship,EA ModelSet
id-77bc1d81-d24c-436e-b68d-a7c4a71fe93c,a496978e-5e11-4f7e-84ec-2e242b192fdf,AggregationRelationship,EA ModelSet
id-77bc1d81-d24c-436e-b68d-a7c4a71fe93c,id-2c6fabfe-a977-4ac5-8418-63a480f5e547,AggregationRelationship,EA ModelSet
id-333876af-859a-4556-911c-42519b9c8d47,id-8f98bd6f-5da9-4edf-8527-ed77f2d9b4b7,SpecializationRelationship,EA ModelSet
id-517184e3-025b-4117-aa8f-f9dfb67a52be,id-8f98bd6f-5da9-4edf-8527-ed77f2d9b4b7,SpecializationRelationship,EA ModelSet
id-9b29e544-6c31-49db-bc0a-587cd8fe48d9,e0358a6f-44f3-4b26-a172-9bad3ac58aae,SpecializationRelationship,EA ModelSet
id-9436c64f-0bb1-45a9-b606-783f8689ed45,e0358a6f-44f3-4b26-a172-9bad3ac58aae,SpecializationRelationship,EA ModelSet
a396496a-5dac-404e-9a75-31ac05a16a2d,e0358a6f-44f3-4b26-a172-9bad3ac58aae,SpecializationRelationship,EA ModelSet
id-53e11200-c251-4e9e-9336-ac17addcd586,a396496a-5dac-404e-9a75-31ac05a16a2d,SpecializationRelationship,EA ModelSet
id-34087d71-7f54-4e11-a9cd-6c2597389036,a396496a-5dac-404e-9a75-31ac05a16a2d,SpecializationRelationship,EA ModelSet
id-01865764-ff91-423e-afe6-01e06010afdd,id-9436c64f-0bb1-45a9-b606-783f8689ed45,SpecializationRelationship,EA ModelSet
id-6e1ca47f-a4e6-4823-b328-4fff145f2723,id-9436c64f-0bb1-45a9-b606-783f8689ed45,SpecializationRelationship,EA ModelSet
id-75b51454-3d2e-4127-a07e-8b2d33537e09,id-9b29e544-6c31-49db-bc0a-587cd8fe48d9,SpecializationRelationship,EA ModelSet
id-600f32fd-f643-4523-80fe-40533f121f03,id-9b29e544-6c31-49db-bc0a-587cd8fe48d9,SpecializationRelationship,EA ModelSet
e2808eca-bf5f-449d-a296-9f03ec7636d5,id-9b29e544-6c31-49db-bc0a-587cd8fe48d9,SpecializationRelationship,EA ModelSet
id-462e073a-b5ef-4c6f-bff7-a3ffabc25a79,id-9b29e544-6c31-49db-bc0a-587cd8fe48d9,SpecializationRelationship,EA ModelSet
id-029238b7-7aec-444a-8388-ba9d8454cde0,a396496a-5dac-404e-9a75-31ac05a16a2d,SpecializationRelationship,EA ModelSet
ce96c47b-d1ad-4301-8803-189ab6884dc7,id-8f98bd6f-5da9-4edf-8527-ed77f2d9b4b7,SpecializationRelationship,EA ModelSet
id-8f98bd6f-5da9-4edf-8527-ed77f2d9b4b7,e0358a6f-44f3-4b26-a172-9bad3ac58aae,SpecializationRelationship,EA ModelSet
id-700b2ddc-6fb0-48e0-8f55-4fdef459d530,id-7c872e5d-aeeb-4d22-bde6-bf063a72aac2,SpecializationRelationship,EA ModelSet
id-987c6c7d-34ba-48a1-b77a-5ed7f10a4033,id-5620a936-fb9e-4340-9e5c-f8221415990e,SpecializationRelationship,EA ModelSet
bd24b0aa-fac5-4b93-ba22-acd2c58c297c,e0358a6f-44f3-4b26-a172-9bad3ac58aae,SpecializationRelationship,EA ModelSet
f8c5bc43-4453-483f-baab-6a5488c1a90a,e0358a6f-44f3-4b26-a172-9bad3ac58aae,SpecializationRelationship,EA ModelSet
id-75d4c390-5797-44b3-8ced-d145a94360e0,id-7df69886-d887-4bcb-99ee-70b729be2dda,ServingRelationship,EA ModelSet
b8275c5b-adb2-436c-b972-14667d7b3e55,id-2a769b9a-e99b-4cca-a6de-abcbf903f6d3,ServingRelationship,EA ModelSet
b8275c5b-adb2-436c-b972-14667d7b3e55,id-987c6c7d-34ba-48a1-b77a-5ed7f10a4033,AssignmentRelationship,EA ModelSet
ae52c97b-3255-43a6-b528-c816a5bed8b8,id-987c6c7d-34ba-48a1-b77a-5ed7f10a4033,AssignmentRelationship,EA ModelSet
bd24b0aa-fac5-4b93-ba22-acd2c58c297c,id-7de7cbbe-821d-4932-90d9-39c6e8293ed1,ServingRelationship,EA ModelSet
ae52c97b-3255-43a6-b528-c816a5bed8b8,id-15c922fc-e304-4eff-b6ba-0dd4029537bd,ServingRelationship,EA ModelSet
id-66cc051b-65d8-4c3b-ad3c-44d57db25e57,b8275c5b-adb2-436c-b972-14667d7b3e55,ServingRelationship,EA ModelSet
id-66cc051b-65d8-4c3b-ad3c-44d57db25e57,ae52c97b-3255-43a6-b528-c816a5bed8b8,ServingRelationship,EA ModelSet
id-75d4c390-5797-44b3-8ced-d145a94360e0,id-15c922fc-e304-4eff-b6ba-0dd4029537bd,ServingRelationship,EA ModelSet
a85aac9f-efed-4df0-b89c-7572194c125f,id-15c922fc-e304-4eff-b6ba-0dd4029537bd,ServingRelationship,EA ModelSet
c3bf9c25-9b8d-4191-9f1b-126423bda5c8,id-15c922fc-e304-4eff-b6ba-0dd4029537bd,ServingRelationship,EA ModelSet
id-75d4c390-5797-44b3-8ced-d145a94360e0,d77608a9-a303-4583-b36d-08a87b232659,AssignmentRelationship,EA ModelSet
eba1176e-1be7-414e-8d74-4686b94c9642,id-987c6c7d-34ba-48a1-b77a-5ed7f10a4033,AssignmentRelationship,EA ModelSet
eba1176e-1be7-414e-8d74-4686b94c9642,id-75771435-ec72-4f1e-82dd-81db5ab10042,ServingRelationship,EA ModelSet
e4288232-0188-4985-90e0-da1116cd13cb,id-987c6c7d-34ba-48a1-b77a-5ed7f10a4033,AssignmentRelationship,EA ModelSet
id-099a0609-334b-49d2-8fa0-d1079a3ed67b,id-987c6c7d-34ba-48a1-b77a-5ed7f10a4033,AssignmentRelationship,EA ModelSet
d36adbeb-36f5-4d1e-b250-caab5eef062d,id-987c6c7d-34ba-48a1-b77a-5ed7f10a4033,AssignmentRelationship,EA ModelSet
a85aac9f-efed-4df0-b89c-7572194c125f,id-987c6c7d-34ba-48a1-b77a-5ed7f10a4033,AssignmentRelationship,EA ModelSet
id-7df69886-d887-4bcb-99ee-70b729be2dda,id-75d4c390-5797-44b3-8ced-d145a94360e0,AggregationRelationship,EA ModelSet
d77608a9-a303-4583-b36d-08a87b232659,c07b13bc-5cb1-4855-8a80-8424cdb864d5,SpecializationRelationship,EA ModelSet
c3bf9c25-9b8d-4191-9f1b-126423bda5c8,c07b13bc-5cb1-4855-8a80-8424cdb864d5,SpecializationRelationship,EA ModelSet
c24a34a9-366f-4306-a25c-97fe19caf82a,id-099a0609-334b-49d2-8fa0-d1079a3ed67b,AggregationRelationship,EA ModelSet
c24a34a9-366f-4306-a25c-97fe19caf82a,b8275c5b-adb2-436c-b972-14667d7b3e55,AggregationRelationship,EA ModelSet
c24a34a9-366f-4306-a25c-97fe19caf82a,eba1176e-1be7-414e-8d74-4686b94c9642,CompositionRelationship,EA ModelSet
bd24b0aa-fac5-4b93-ba22-acd2c58c297c,id-987c6c7d-34ba-48a1-b77a-5ed7f10a4033,AssignmentRelationship,EA ModelSet
f8c5bc43-4453-483f-baab-6a5488c1a90a,id-987c6c7d-34ba-48a1-b77a-5ed7f10a4033,AssignmentRelationship,EA ModelSet
id-30f318de-ecbd-47dd-a5a0-2a866acced50,d5177cd7-0ae3-465e-bc99-8286117aad42,RealizationRelationship,EA ModelSet
d822354e-83f7-4e73-9f66-63a8a4a7afba,id-4b308d31-c5b3-429e-a11a-5c22a8898278,RealizationRelationship,EA ModelSet
d822354e-83f7-4e73-9f66-63a8a4a7afba,d9012700-cec6-48c2-bc51-9696d0645205,RealizationRelationship,EA ModelSet
d822354e-83f7-4e73-9f66-63a8a4a7afba,id-1177de27-bc38-478c-a30a-a554cb5ec3d1,RealizationRelationship,EA ModelSet
d822354e-83f7-4e73-9f66-63a8a4a7afba,id-4529c601-cd5d-4fc4-8279-13836096dd6d,RealizationRelationship,EA ModelSet
id-30f318de-ecbd-47dd-a5a0-2a866acced50,d9012700-cec6-48c2-bc51-9696d0645205,RealizationRelationship,EA ModelSet
id-30f318de-ecbd-47dd-a5a0-2a866acced50,id-6e8909ee-ba17-412f-9ca3-edb3be4d405f,RealizationRelationship,EA ModelSet
id-30f318de-ecbd-47dd-a5a0-2a866acced50,id-5e6c9b7e-e1c4-43e0-8f44-5686f39d164e,RealizationRelationship,EA ModelSet
id-30f318de-ecbd-47dd-a5a0-2a866acced50,id-16211e6f-d44c-4554-b4d1-ee86d4ab5c8c,RealizationRelationship,EA ModelSet
id-30f318de-ecbd-47dd-a5a0-2a866acced50,id-90d7a4d3-7e2d-4aa5-a6c3-afee47a7f99f,RealizationRelationship,EA ModelSet
d822354e-83f7-4e73-9f66-63a8a4a7afba,d5177cd7-0ae3-465e-bc99-8286117aad42,RealizationRelationship,EA ModelSet
id-095ac7b1-756e-4b6a-bf01-8f55e8dd397b,id-14516d31-cf4c-48c0-beba-88734fb0a98e,AggregationRelationship,EA ModelSet
id-095ac7b1-756e-4b6a-bf01-8f55e8dd397b,ddcfd303-6eb2-418f-8f03-4490643fa057,AggregationRelationship,EA ModelSet
id-095ac7b1-756e-4b6a-bf01-8f55e8dd397b,aee98ff0-9c84-444f-bf9b-f1ed3f6eb1b1,AggregationRelationship,EA ModelSet
id-0ac6248e-f96b-4f90-b120-ec5c3f7dd2c6,ce7d7217-082c-4092-bdf8-ee2f9a445992,ServingRelationship,EA ModelSet
b104029a-c53e-4a56-9eec-0873b20ddd1a,id-0557f066-58ae-4db5-9003-f499d6558980,AccessRelationship,EA ModelSet
id-0155e5c0-68f8-469e-924b-7a5f98368dce,id-7bf9b753-d4d3-4b02-ae31-dfb2139d9bfc,FlowRelationship,EA ModelSet
b0614ece-b15a-4ea1-88f6-2d05dc4abba6,b1079aa6-1790-4834-8fd7-e00dab6a15b0,AccessRelationship,EA ModelSet
id-44aa7495-8bd2-4656-9af0-de6c42c7d6b1,id-3750938e-bc21-450d-a453-9ad38d31d428,FlowRelationship,EA ModelSet
id-1001f491-17ee-492a-9318-238046e8caac,a0ac0e27-9372-4240-9be3-7316c1c73de2,ServingRelationship,EA ModelSet
id-5f24309b-4305-4903-b1d8-7c6b4532067c,id-7bf9b753-d4d3-4b02-ae31-dfb2139d9bfc,CompositionRelationship,EA ModelSet
id-69fe7220-969b-4ff3-bcd3-771a63484b83,id-31c7fae3-85a3-4810-b996-a5809f4afaa4,AccessRelationship,EA ModelSet
id-29982c81-07ce-4673-974b-ea832dbe84e9,id-74141ce5-3925-49f1-8976-32506a51a670,AccessRelationship,EA ModelSet
id-3750938e-bc21-450d-a453-9ad38d31d428,b1079aa6-1790-4834-8fd7-e00dab6a15b0,AccessRelationship,EA ModelSet
d5009968-ac8e-46ea-ac51-f97588bbc222,id-31c7fae3-85a3-4810-b996-a5809f4afaa4,AccessRelationship,EA ModelSet
id-0b4449a6-e24e-4435-ae86-b92b61fa75f7,id-6665f680-e25f-42f4-b6db-f2f398cf1fc5,CompositionRelationship,EA ModelSet
id-2d903f71-8d54-437e-b2c3-b0694d2716ba,a6ac2f7a-c877-4fb4-96c9-40a8600d9e28,CompositionRelationship,EA ModelSet
c410c352-216d-4434-801a-77d0708332f1,d3016c27-fc74-4326-9aa9-9b7ba3c22e49,CompositionRelationship,EA ModelSet
id-69fe7220-969b-4ff3-bcd3-771a63484b83,af5c3baa-7ae1-4b9e-acfa-905a95c20e56,CompositionRelationship,EA ModelSet
id-802ebd4f-9626-468f-839e-6c256b271402,id-0a87ecc7-585b-421a-8036-e7ccc0784b31,AccessRelationship,EA ModelSet
b104029a-c53e-4a56-9eec-0873b20ddd1a,id-202c31df-66da-402b-bc10-4e0897f785ba,TriggeringRelationship,EA ModelSet
cd99cf30-6c89-4d40-89b8-f9d3736cb63c,b493aab7-0afd-4995-b179-40cc95e4d017,CompositionRelationship,EA ModelSet
id-8e29b27f-31bf-4529-930c-3613927393e3,b104029a-c53e-4a56-9eec-0873b20ddd1a,FlowRelationship,EA ModelSet
id-5386d7af-48f5-4832-9d56-57bafd50120c,id-9ad72fca-30d6-410a-b1a0-ae4616a92fa6,CompositionRelationship,EA ModelSet
b0614ece-b15a-4ea1-88f6-2d05dc4abba6,b11d5bfb-bb5d-495e-b30f-bf54015ab56f,AccessRelationship,EA ModelSet
id-9ad72fca-30d6-410a-b1a0-ae4616a92fa6,ca347dfe-c2c2-4ce5-9680-ac423da0cb2b,AccessRelationship,EA ModelSet
id-44aa7495-8bd2-4656-9af0-de6c42c7d6b1,id-0a87ecc7-585b-421a-8036-e7ccc0784b31,AccessRelationship,EA ModelSet
c4752b9c-0dfb-4c04-98c1-d5a90458b4e0,id-324b490d-8605-4fe9-b222-3c7ec8d60a5a,FlowRelationship,EA ModelSet
id-9d9dccf1-24be-4ff2-a2a7-6cce9f706348,id-0155e5c0-68f8-469e-924b-7a5f98368dce,CompositionRelationship,EA ModelSet
cd99cf30-6c89-4d40-89b8-f9d3736cb63c,id-871892ec-e450-40de-9d12-735c2e1c1fad,CompositionRelationship,EA ModelSet
c46802d4-0c66-401f-9688-3e36658a527e,c080dc24-bcee-4d7d-a977-0e1d15b113b9,CompositionRelationship,EA ModelSet
id-0477bbf4-c22a-4074-b962-89728d8c51bb,id-83671ae5-487f-4b3c-a0d6-5befef15bf4f,AssignmentRelationship,EA ModelSet
id-3682d18b-402e-4de9-ac2a-70bbd2447818,id-3c675d0c-1523-4253-9269-6ba8825b1bc6,CompositionRelationship,EA ModelSet
cd99cf30-6c89-4d40-89b8-f9d3736cb63c,id-11c74f85-080b-4058-921d-06fdd96ded58,CompositionRelationship,EA ModelSet
e79909cc-f14d-446f-9a5e-1961adb725a0,ade0d24c-8ac4-40f7-8f4c-9e301b9b6971,CompositionRelationship,EA ModelSet
b104029a-c53e-4a56-9eec-0873b20ddd1a,id-446555aa-305e-4c7d-99c7-4257bd978907,AccessRelationship,EA ModelSet
id-113f7c82-2b45-43d1-ad55-fc5ae2e61d97,id-4db90f08-f4c9-407b-881e-a576dfe45c98,AccessRelationship,EA ModelSet
id-9734cb50-622c-4597-9906-9f84cb2f817f,id-07b25b41-aa8b-4560-b90b-ec54a887fcfa,AccessRelationship,EA ModelSet
id-754ea0b1-780e-4219-9417-b90812c2f8ae,id-8fac4a0f-c57d-4dff-a7f9-3cb5b447e23f,AccessRelationship,EA ModelSet
b71f63fe-ca5f-40ff-89ea-dcc053b7cdca,a0ac0e27-9372-4240-9be3-7316c1c73de2,ServingRelationship,EA ModelSet
id-69fe7220-969b-4ff3-bcd3-771a63484b83,id-324b490d-8605-4fe9-b222-3c7ec8d60a5a,CompositionRelationship,EA ModelSet
id-5f24309b-4305-4903-b1d8-7c6b4532067c,id-07b25b41-aa8b-4560-b90b-ec54a887fcfa,AccessRelationship,EA ModelSet
b359ebe2-763f-4199-8267-63d467be92b6,id-8f618046-9c18-43ce-862d-ae7a4355d607,CompositionRelationship,EA ModelSet
id-1ed3c7cd-f1ee-46b6-8e44-ac01d01b807b,id-9f7f9de9-0ab5-4f14-b094-a057abb4fc1f,FlowRelationship,EA ModelSet
ccfa1f55-35e2-45a7-ada3-70e9776f32da,id-0558f52b-05f4-4142-8125-70c1e4e73573,FlowRelationship,EA ModelSet
cd99cf30-6c89-4d40-89b8-f9d3736cb63c,ae0b556e-f71f-4241-96cc-bd3f66385bd3,CompositionRelationship,EA ModelSet
id-7435d126-6cec-492a-a7cd-835e0ae8d7d9,id-2d903f71-8d54-437e-b2c3-b0694d2716ba,ServingRelationship,EA ModelSet
id-43f84834-144a-4611-9ba4-a16fb79f4c61,id-9734cb50-622c-4597-9906-9f84cb2f817f,AssignmentRelationship,EA ModelSet
e784d6fb-f2cb-4695-90c1-1bd806bd613e,id-5f24309b-4305-4903-b1d8-7c6b4532067c,RealizationRelationship,EA ModelSet
id-95e4eec6-fd9a-478f-969e-4f8e89221a82,id-8e29b27f-31bf-4529-930c-3613927393e3,FlowRelationship,EA ModelSet
id-4445676d-60d8-4f97-9f9d-60e0b56394ca,id-2288c999-a19c-4ae8-962f-a8d36bd0abf9,CompositionRelationship,EA ModelSet
id-63186008-bf76-4354-8ef4-dd3c5ecb4607,eeb5274f-7921-44f7-831c-665d4036782a,CompositionRelationship,EA ModelSet
cae53c7c-a22d-4979-86fc-a2a509e6ced1,id-0557f066-58ae-4db5-9003-f499d6558980,AccessRelationship,EA ModelSet
id-9f1d49a3-774a-4275-9a26-8f9425b56348,id-8e895580-616d-49fe-a3dd-cfe75103fdcd,AccessRelationship,EA ModelSet
id-69fe7220-969b-4ff3-bcd3-771a63484b83,id-9f1d49a3-774a-4275-9a26-8f9425b56348,CompositionRelationship,EA ModelSet
id-5386d7af-48f5-4832-9d56-57bafd50120c,id-9734cb50-622c-4597-9906-9f84cb2f817f,CompositionRelationship,EA ModelSet
id-820385e5-d5e2-4a52-9016-1762aa5cab17,id-1d9c5c1e-c182-4c50-b965-11c7d4de6821,AccessRelationship,EA ModelSet
id-2e047611-8aee-449e-a4e0-4ba1914ce33c,id-35274c46-5bd6-4721-bd4e-893b45c1c615,TriggeringRelationship,EA ModelSet
id-4dff8dfc-873f-422c-add8-11dab215bfd1,id-44aa7495-8bd2-4656-9af0-de6c42c7d6b1,RealizationRelationship,EA ModelSet
id-6651ba17-bb64-4d75-9731-0df4475afc18,id-5f24309b-4305-4903-b1d8-7c6b4532067c,AssignmentRelationship,EA ModelSet
id-2e92b6a4-593b-4805-a731-3fe6714b87c9,id-9908d87b-8bee-4876-a69a-ee16c4ed7e44,CompositionRelationship,EA ModelSet
id-9ad72fca-30d6-410a-b1a0-ae4616a92fa6,id-69fe7220-969b-4ff3-bcd3-771a63484b83,FlowRelationship,EA ModelSet
e79909cc-f14d-446f-9a5e-1961adb725a0,id-8788e7d2-f1c7-4c08-bae7-1e37857d43a4,CompositionRelationship,EA ModelSet
id-3682d18b-402e-4de9-ac2a-70bbd2447818,id-97344e35-725a-4524-a0d8-8362dee3948e,CompositionRelationship,EA ModelSet
cae53c7c-a22d-4979-86fc-a2a509e6ced1,id-9908d87b-8bee-4876-a69a-ee16c4ed7e44,AccessRelationship,EA ModelSet
b0614ece-b15a-4ea1-88f6-2d05dc4abba6,id-820385e5-d5e2-4a52-9016-1762aa5cab17,FlowRelationship,EA ModelSet
id-435bc4d1-0111-4093-82ac-96a367bb7cb3,id-2c087f87-dd97-44ee-afc8-5ef7a02f8d93,CompositionRelationship,EA ModelSet
id-8775ad96-8290-4934-88f6-508661217e46,id-9218ee3d-b6fc-405e-b6f2-a624c66b69eb,SpecializationRelationship,EA ModelSet
ef1f23fd-4bf1-4cfb-99c2-30fa843887ed,id-093501a6-b219-470f-a152-2948eae7dd90,AssociationRelationship,EA ModelSet
d5009968-ac8e-46ea-ac51-f97588bbc222,id-83671ae5-487f-4b3c-a0d6-5befef15bf4f,FlowRelationship,EA ModelSet
id-3750938e-bc21-450d-a453-9ad38d31d428,id-98076b03-d65c-421f-a87f-327ddbcbc8bf,CompositionRelationship,EA ModelSet
id-29982c81-07ce-4673-974b-ea832dbe84e9,id-3e1fa583-4506-40ff-92fd-98e9a71cfb4b,AccessRelationship,EA ModelSet
id-83671ae5-487f-4b3c-a0d6-5befef15bf4f,id-9734cb50-622c-4597-9906-9f84cb2f817f,FlowRelationship,EA ModelSet
cd78eaf9-1860-4825-9bd7-b1fa32ce1ff1,id-06586c29-2c5d-419b-ac82-35b9bd82ae67,RealizationRelationship,EA ModelSet
ca347dfe-c2c2-4ce5-9680-ac423da0cb2b,id-4445676d-60d8-4f97-9f9d-60e0b56394ca,CompositionRelationship,EA ModelSet
daf4187a-078b-4460-9cbb-fdbbfa99e4e7,id-69fe7220-969b-4ff3-bcd3-771a63484b83,AssignmentRelationship,EA ModelSet
id-113f7c82-2b45-43d1-ad55-fc5ae2e61d97,id-0784efb7-1aca-4a1b-ad0b-b00863b45e82,AccessRelationship,EA ModelSet
d5009968-ac8e-46ea-ac51-f97588bbc222,ca347dfe-c2c2-4ce5-9680-ac423da0cb2b,AccessRelationship,EA ModelSet
id-2288c999-a19c-4ae8-962f-a8d36bd0abf9,id-8788e7d2-f1c7-4c08-bae7-1e37857d43a4,SpecializationRelationship,EA ModelSet
id-013074ff-a5f6-4f0a-a226-ed3d56d2ac12,id-2c087f87-dd97-44ee-afc8-5ef7a02f8d93,AssociationRelationship,EA ModelSet
id-2826a0c6-d057-474e-bd79-b35a4defc1b1,id-5def947c-dc29-43f4-b70f-923e3ceb8ca3,AssignmentRelationship,EA ModelSet
